_id,accX,accY,accZ,gyroAlpha,gyroGamma,gyroBeta,timeStamp1,quality,number,__v
ObjectId("5cb830d95eb4560017216755"),-0.1155242919921875,1.435546875,9.647003173828125,94.73693076959279,0.8346043009865083,8.381821990675617,1555575005961,false,479,0
ObjectId("5cb830da5eb4560017216756"),-0.1418609619140625,1.4163970947265625,9.644607543945312,94.73693076959279,0.8346043009865083,8.381821990675617,1555575006161,false,480,0
ObjectId("5cb830da5eb4560017216757"),-0.144256591796875,1.4211883544921875,9.69488525390625,94.73693076959279,0.8346043009865083,8.381821990675617,1555575006361,false,481,0
ObjectId("5cb830da5eb4560017216758"),-0.1466522216796875,1.4116058349609375,9.6422119140625,94.73693076959279,0.8346043009865083,8.381821990675617,1555575006561,false,482,0
ObjectId("5cb830da5eb4560017216759"),-0.144256591796875,1.43316650390625,9.675735473632812,94.73693076959279,0.8346043009865083,8.381821990675617,1555575006761,false,483,0
ObjectId("5cb830da5eb456001721675a"),-0.1370697021484375,1.43316650390625,9.668548583984375,94.73693076959279,0.8346043009865083,8.381821990675617,1555575006961,false,484,0
ObjectId("5cb830da5eb456001721675b"),-0.1466522216796875,1.4163970947265625,9.687698364257812,94.73693076959279,0.8346043009865083,8.381821990675617,1555575007161,true,485,0
ObjectId("5cb830db5eb456001721675c"),-0.1538238525390625,1.449920654296875,9.69488525390625,94.73693076959279,0.8346043009865083,8.381821990675617,1555575007361,false,486,0
ObjectId("5cb830db5eb456001721675d"),-0.1274871826171875,1.4163970947265625,9.668548583984375,94.73693076959279,0.8346043009865083,8.381821990675617,1555575007561,false,487,0
ObjectId("5cb830db5eb456001721675e"),-0.13946533203125,1.4259796142578125,9.680526733398438,94.73693076959279,0.8346043009865083,8.381821990675617,1555575007761,false,488,0
ObjectId("5cb830db5eb456001721675f"),-0.1634063720703125,1.4307708740234375,9.67333984375,94.73693076959279,0.8346043009865083,8.381821990675617,1555575007961,false,489,0
ObjectId("5cb830db5eb4560017216760"),-0.1634063720703125,1.3996429443359375,9.668548583984375,94.73693076959279,0.8346043009865083,8.381821990675617,1555575008162,false,490,0
ObjectId("5cb830dc5eb4560017216761"),-0.15142822265625,1.461883544921875,9.615875244140625,94.73693076959279,0.8346043009865083,8.381821990675617,1555575008361,true,491,0
ObjectId("5cb830dc5eb4560017216762"),-0.134674072265625,1.4307708740234375,9.7164306640625,94.73693076959279,0.8346043009865083,8.381821990675617,1555575008561,false,492,0
ObjectId("5cb830dc5eb4560017216763"),-0.1418609619140625,1.435546875,9.675735473632812,94.73693076959279,0.8346043009865083,8.381821990675617,1555575008761,false,493,0
ObjectId("5cb830dc5eb4560017216764"),-0.1538238525390625,1.4211883544921875,9.654190063476562,94.73693076959279,0.8346043009865083,8.381821990675617,1555575008961,false,494,0
ObjectId("5cb830dc5eb4560017216765"),-0.1418609619140625,1.4116058349609375,9.687698364257812,94.73693076959279,0.8346043009865083,8.381821990675617,1555575009161,false,495,0
ObjectId("5cb830dd5eb4560017216766"),-0.177764892578125,1.418792724609375,9.68292236328125,94.73693076959279,0.8346043009865083,8.381821990675617,1555575009361,false,496,0
ObjectId("5cb830dd5eb4560017216767"),-0.134674072265625,1.440338134765625,9.675735473632812,94.73693076959279,0.8346043009865083,8.381821990675617,1555575009562,false,497,0
ObjectId("5cb830dd5eb4560017216768"),-0.156219482421875,1.4116058349609375,9.680526733398438,94.73693076959279,0.8346043009865083,8.381821990675617,1555575009761,false,498,0
ObjectId("5cb830dd5eb4560017216769"),-0.1226959228515625,1.4211883544921875,9.67333984375,94.73693076959279,0.8346043009865083,8.381821990675617,1555575009961,false,499,0
ObjectId("5cb830dd5eb456001721676a"),-0.1370697021484375,1.418792724609375,9.687698364257812,94.73693076959279,0.8346043009865083,8.381821990675617,1555575010161,false,500,0
ObjectId("5cc00acd4f7f5e001713c4e6"),0.1478424072265625,9.690765380859375,0.43890380859375,115.39804772595198,-34.160759800055445,88.21357057059963,1556089547232,false,1,0
ObjectId("5cc00acd4f7f5e001713c4e7"),0.1526336669921875,9.769775390625,0.4772186279296875,115.08416669187919,-33.845974804543914,88.22346342124254,1556089547431,false,2,0
ObjectId("5cc00ace4f7f5e001713c4e8"),0.107147216796875,10.29888916015625,-0.2147064208984375,116.03168311586452,-34.7888169617758,88.24181155314277,1556089547631,false,3,0
ObjectId("5cc00ace4f7f5e001713c4e9"),0.2747344970703125,10.021163940429688,0.096527099609375,115.57254822609093,-34.324282428250434,88.22916307667866,1556089547831,false,4,0
ObjectId("5cc00ace4f7f5e001713c4ea"),0.0927734375,9.805679321289062,0.443695068359375,114.8888555886696,-33.636026893264386,88.20792347310382,1556089548031,false,5,0
ObjectId("5cc00ace4f7f5e001713c4eb"),0.14544677734375,10.188751220703125,-0.030364990234375,115.08083691311151,-33.819498167068474,88.19521943914212,1556089548231,false,6,0
ObjectId("5cc00ace4f7f5e001713c4ec"),0.1310882568359375,10.104965209960938,-0.2338714599609375,115.50044466145275,-34.23293267157298,88.2310373265881,1556089548431,false,7,0
ObjectId("5cc00acf4f7f5e001713c4ed"),0.202911376953125,9.666824340820312,0.496368408203125,115.2267538848342,-33.95862221511175,88.1974627054374,1556089548631,false,8,0
ObjectId("5cc00acf4f7f5e001713c4ee"),0.1645965576171875,9.673995971679688,0.58734130859375,114.9688323606706,-33.69488576267315,88.20503555112768,1556089548831,false,9,0
ObjectId("5cc00acf4f7f5e001713c4ef"),0.1645965576171875,10.274948120117188,-0.2578125,115.98717830093695,-34.7136214235713,88.23911738260087,1556089549032,false,10,0
ObjectId("5cc00acf4f7f5e001713c4f0"),0.1669921875,9.951736450195312,0.4101715087890625,114.84208207635477,-33.56259945800629,88.2120003668491,1556089549231,false,11,0
ObjectId("5cc00acf4f7f5e001713c4f1"),0.128692626953125,9.688369750976562,0.6902923583984375,114.98639495981138,-33.704436234076645,88.19765439642073,1556089549431,false,12,0
ObjectId("5cc00ad04f7f5e001713c4f2"),0.234039306640625,10.116928100585938,-0.0159912109375,115.70292592271456,-34.41671657914023,88.23505357900606,1556089549631,false,13,0
ObjectId("5cc00ad04f7f5e001713c4f3"),0.1598052978515625,9.652450561523438,0.697479248046875,115.2786287339551,-33.9831082024709,88.22507501442742,1556089549831,false,14,0
ObjectId("5cc00ad04f7f5e001713c4f4"),0.0640411376953125,9.774551391601562,0.434112548828125,114.83659049524472,-33.53409618118854,88.20251667201592,1556089550031,false,15,0
ObjectId("5cc00ad04f7f5e001713c4f5"),0.1957244873046875,10.145660400390625,-0.264984130859375,115.76711778451268,-34.45976661110842,88.2389610099986,1556089550231,false,16,0
ObjectId("5cc00ad04f7f5e001713c4f6"),0.229248046875,10.090591430664062,0.00555419921875,115.69323402463974,-34.3860171001165,88.22513216368166,1556089550431,false,17,0
ObjectId("5cc00ad14f7f5e001713c4f7"),0.1119232177734375,9.911026000976562,0.47003173828125,115.01575942149547,-33.7002214062147,88.20419143944329,1556089550631,false,18,0
ObjectId("5cc00ad14f7f5e001713c4f8"),0.1669921875,9.810470581054688,0.4628448486328125,115.03602804200231,-33.71672682746,88.18573155530896,1556089550831,false,19,0
ObjectId("5cc00ad14f7f5e001713c4f9"),0.26275634765625,10.107345581054688,0.027099609375,115.14452568308555,-33.820353256045465,88.19158375199187,1556089551031,false,20,0
ObjectId("5cc00ad14f7f5e001713c4fa"),0.155029296875,10.011581420898438,0.22821044921875,115.39860038584608,-34.07445921505557,88.19604855641737,1556089551231,false,21,0
ObjectId("5cc00ad14f7f5e001713c4fb"),0.035308837890625,9.592605590820312,0.6256561279296875,114.86669056512413,-33.54153508489344,88.17320486134098,1556089551431,false,22,0
ObjectId("5cc00ad24f7f5e001713c4fc"),0.18853759765625,9.870330810546875,0.0558319091796875,115.32414856776785,-33.99900434968511,88.17740936881032,1556089551631,false,23,0
ObjectId("5cc00ad24f7f5e001713c4fd"),0.320220947265625,10.104965209960938,0.027099609375,116.62509370783992,-35.30557590330425,88.21155935525663,1556089551831,false,24,0
ObjectId("5cc00ad24f7f5e001713c4fe"),0.229248046875,10.0546875,-0.6480560302734375,122.8018575465947,-41.51115183135383,88.44587721352754,1556089552031,false,25,0
ObjectId("5cc00ad24f7f5e001713c4ff"),0.0855865478515625,10.198333740234375,-2.2593536376953125,158.3580425554598,-77.14125052585284,89.02645683368031,1556089552231,false,26,0
ObjectId("5cc00ad24f7f5e001713c500"),0.1789703369140625,9.9613037109375,-3.1116943359375,42.930970386148346,38.01113509998191,91.63186890135081,1556089552431,false,27,0
ObjectId("5cc00ad34f7f5e001713c501"),0.38726806640625,10.253402709960938,-4.014312744140625,56.63337296051763,23.693146491859657,92.63257116550356,1556089552631,false,28,0
ObjectId("5cc00ad34f7f5e001713c502"),0.5596466064453125,10.1097412109375,-2.154022216796875,62.091978184503816,17.29204800298301,93.50460060417272,1556089552831,false,29,0
ObjectId("5cc00ad34f7f5e001713c503"),-0.0269317626953125,10.29888916015625,-2.314422607421875,66.32334231187427,12.005436806469078,93.94435149459308,1556089553032,false,30,0
ObjectId("5cc00ad34f7f5e001713c504"),-0.1897430419921875,9.719497680664062,-1.014373779296875,67.28579381506198,10.02778744028499,94.06591510165424,1556089553231,false,31,0
ObjectId("5cc00ad34f7f5e001713c505"),-0.10833740234375,9.999618530273438,0.3574981689453125,68.7409130414168,7.743014154863032,93.98371424689687,1556089553432,false,32,0
ObjectId("5cc00ad44f7f5e001713c506"),-0.0149688720703125,10.066650390625,-1.5865936279296875,70.72175070039016,5.158519640680873,93.90838125765328,1556089553631,false,33,0
ObjectId("5cc00ad44f7f5e001713c507"),0.155029296875,9.810470581054688,-1.0598602294921875,68.5647203548933,6.716135157785216,93.78805877070403,1556089553831,false,34,0
ObjectId("5cc00ad44f7f5e001713c508"),0.1669921875,9.980453491210938,-1.0119781494140625,68.88657668868876,5.758095686128244,93.81005608162319,1556089554031,false,35,0
ObjectId("5cc00ad44f7f5e001713c509"),-0.117919921875,10.70111083984375,-2.187530517578125,69.51803920387476,4.52548378132829,94.13905880786405,1556089554231,false,36,0
ObjectId("5cc00ad44f7f5e001713c50a"),-0.0101776123046875,9.815261840820312,-1.6440582275390625,70.4892162639815,2.888582459765948,94.2559851621577,1556089554431,false,37,0
ObjectId("5cc00ad54f7f5e001713c50b"),0.0784149169921875,10.191146850585938,-1.7182769775390625,68.92404295960718,3.9441756346821673,94.51882538848729,1556089554631,false,38,0
ObjectId("5cc00ad54f7f5e001713c50c"),0.1574249267578125,9.753005981445312,-2.144439697265625,72.19464490024059,0.3530021824483345,94.77055435553123,1556089554831,false,39,0
ObjectId("5cc00ad54f7f5e001713c50d"),-1.2671356201171875,10.05706787109375,-0.691162109375,73.05134676251839,-0.6331314036205558,94.79887405677947,1556089555032,false,40,0
ObjectId("5cc00ad54f7f5e001713c50e"),0.236419677734375,9.702728271484375,-2.5299072265625,71.45259144996102,0.8621671587160633,94.66733451653218,1556089555231,false,41,0
ObjectId("5cc00ad54f7f5e001713c50f"),-0.5392913818359375,10.1839599609375,-0.13092041015625,78.71389178513768,-6.268215414627206,94.180654702578,1556089555431,false,42,0
ObjectId("5cc00ad64f7f5e001713c510"),0.066436767578125,9.259811401367188,1.003936767578125,86.06176560027824,-13.22095112446585,93.7211032300953,1556089555631,false,43,0
ObjectId("5cc00ad64f7f5e001713c511"),0.837371826171875,10.200729370117188,-0.4397735595703125,91.44904935161122,-18.1168547431694,93.48104133388355,1556089555831,false,44,0
ObjectId("5cc00ad64f7f5e001713c512"),0.3178253173828125,9.891876220703125,-0.6791839599609375,96.84011703093775,-23.10913159693828,93.45297655555606,1556089556031,false,45,0
ObjectId("5cc00ad64f7f5e001713c513"),0.236419677734375,10.212692260742188,0.3455352783203125,100.97626736228328,-26.86137679503905,93.14274130138557,1556089556231,false,46,0
ObjectId("5cc00ad64f7f5e001713c514"),-0.8768768310546875,10.49041748046875,0.3431396484375,107.23285152593463,-32.73570111070232,93.06626611932357,1556089556431,false,47,0
ObjectId("5cc00ad74f7f5e001713c515"),0.6123199462890625,8.754623413085938,1.0709686279296875,111.4556035877205,-36.71567294853494,93.11040359241393,1556089556632,false,48,0
ObjectId("5cc00ad74f7f5e001713c516"),0.0185546875,10.164810180664062,-0.5403289794921875,118.7185453384462,-43.6423521930149,92.93395655461718,1556089556831,false,49,0
ObjectId("5cc00ad74f7f5e001713c517"),0.140655517578125,9.616546630859375,0.3359527587890625,130.84143435550627,-55.43739890350979,92.67525816578149,1556089557031,false,50,0
ObjectId("5cc00ad74f7f5e001713c518"),-0.9151763916015625,10.339584350585938,1.3822174072265625,139.97198836699212,-64.13302408433385,92.75381959787357,1556089557231,false,51,0
ObjectId("5cc00ad74f7f5e001713c519"),-1.623870849609375,10.47845458984375,-1.076629638671875,141.31910517263114,-65.1566094269817,92.83509918032937,1556089557433,false,52,0
ObjectId("5cc00ad84f7f5e001713c51a"),-0.5201416015625,10.243820190429688,-0.2290802001953125,145.5136909886673,-69.05252499606902,92.7755369332421,1556089557631,false,53,0
ObjectId("5cc00ad84f7f5e001713c51b"),-1.9446868896484375,10.179183959960938,0.3000335693359375,152.2199647617356,-75.35552428397408,93.02399529423637,1556089557831,false,54,0
ObjectId("5cc00ad84f7f5e001713c51c"),-0.2950897216796875,9.688369750976562,-1.110137939453125,152.07752308292947,-74.9560142335177,93.05107668654693,1556089558031,false,55,0
ObjectId("5cc00ad84f7f5e001713c51d"),-0.1945343017578125,10.588592529296875,-2.0893707275390625,155.74876417745574,-78.28866449839506,93.14940861523522,1556089558231,false,56,0
ObjectId("5cc00ad84f7f5e001713c51e"),-0.4291534423828125,9.1376953125,1.7413482666015625,163.62162064324573,-85.802586032568,93.3386567177255,1556089558431,false,57,0
ObjectId("5cc00ad94f7f5e001713c51f"),-1.1881256103515625,10.777725219726562,-1.4333648681640625,164.46949663177904,-86.1882905648261,93.50824932136564,1556089558632,false,58,0
ObjectId("5cc00ad94f7f5e001713c520"),-0.5488739013671875,8.54632568359375,0.9369049072265625,168.3474853610433,-89.55951121020999,93.29326915986786,1556089558831,false,59,0
ObjectId("5cc00ad94f7f5e001713c521"),-1.7914581298828125,9.820053100585938,-0.391876220703125,168.76185313583775,-89.4701373614074,93.31254746080714,1556089559031,false,60,0
ObjectId("5cc00ad94f7f5e001713c522"),-0.450714111328125,10.296493530273438,-0.6360931396484375,350.72810790392066,88.99932578120769,86.75086693175096,1556089559231,false,61,0
ObjectId("5cc00ad94f7f5e001713c523"),-0.3740997314453125,9.894271850585938,0.211456298828125,354.8770819513553,85.34539006515922,86.79245999948314,1556089559432,false,62,0
ObjectId("5cc00ada4f7f5e001713c524"),-1.5735931396484375,10.691543579101562,0.570587158203125,359.9769637227699,80.74166328670304,86.63032876141746,1556089559631,false,63,0
ObjectId("5cc00ada4f7f5e001713c525"),-2.0428466796875,9.247833251953125,2.4284820556640625,3.110899812207382,78.1049741402326,86.61808408924888,1556089559831,false,64,0
ObjectId("5cc00ada4f7f5e001713c526"),-1.3198089599609375,9.20953369140625,0.9536590576171875,5.137585037500484,76.43589854428028,86.62932521187649,1556089560031,false,65,0
ObjectId("5cc00ada4f7f5e001713c527"),-1.0157470703125,9.798507690429688,3.1036529541015625,15.961261124333882,65.88391783030107,86.68835451201741,1556089560231,false,66,0
ObjectId("5cc00ada4f7f5e001713c528"),-1.2743072509765625,9.374725341796875,0.2258148193359375,22.877775480985235,59.14058067830287,86.50582917193267,1556089560431,false,67,0
ObjectId("5cc00adb4f7f5e001713c529"),-0.8601226806640625,10.830398559570312,0.1731414794921875,38.02947124090921,44.07105687470228,86.42450029185733,1556089560631,false,68,0
ObjectId("5cc00adb4f7f5e001713c52a"),-0.0149688720703125,9.408248901367188,1.638397216796875,52.63744731866646,29.529164918864986,85.63702721111198,1556089560831,false,69,0
ObjectId("5cc00adb4f7f5e001713c52b"),-1.1953125,9.741043090820312,3.4364471435546875,61.0920601839498,21.173373372691078,85.04329535461913,1556089561031,false,70,0
ObjectId("5cc00adb4f7f5e001713c52c"),0.5165557861328125,10.258193969726562,2.69903564453125,67.08074512919026,15.224900189424107,84.36980624958132,1556089561231,false,71,0
ObjectId("5cc00adb4f7f5e001713c52d"),0.44232177734375,9.446548461914062,2.9192962646484375,72.2396271089367,10.10286788160324,83.92481633604103,1556089561431,false,72,0
ObjectId("5cc00adc4f7f5e001713c52e"),-0.1681976318359375,9.80328369140625,0.709442138671875,75.55571151878915,6.911036723912711,84.10952039588193,1556089561631,false,73,0
ObjectId("5cc00adc4f7f5e001713c52f"),-0.0245361328125,9.851165771484375,0.4676361083984375,75.79821662527822,6.692540137325819,84.33870373490107,1556089561831,false,74,0
ObjectId("5cc00adc4f7f5e001713c530"),-0.862518310546875,9.396270751953125,2.1268157958984375,76.4471495950397,6.128942659706714,84.33312719304419,1556089562031,false,75,0
ObjectId("5cc00adc4f7f5e001713c531"),0.700897216796875,10.502395629882812,2.0262603759765625,82.41659544844231,0.1773867067609133,84.51563434282464,1556089562231,false,76,0
ObjectId("5cc00adc4f7f5e001713c532"),0.5285186767578125,10.1839599609375,1.3032073974609375,84.39613364453695,-1.8595496359730583,84.62083828260339,1556089562431,false,77,0
ObjectId("5cc00add4f7f5e001713c533"),1.40240478515625,9.64288330078125,1.0853424072265625,85.47902206184004,-2.9993521220522217,84.41537987173264,1556089562631,false,78,0
ObjectId("5cc00add4f7f5e001713c534"),0.7032928466796875,8.845611572265625,0.73577880859375,87.7479372814279,-5.36070453985391,84.35889212309206,1556089562832,false,79,0
ObjectId("5cc00add4f7f5e001713c535"),0.722442626953125,9.345993041992188,0.7740936279296875,86.96823056497058,-4.586110721531435,84.29557842382142,1556089563031,false,80,0
ObjectId("5cc00add4f7f5e001713c536"),-0.505767822265625,9.700332641601562,1.394195556640625,85.11111217796841,-2.49932495509518,84.57733827797848,1556089563231,false,81,0
ObjectId("5cc00add4f7f5e001713c537"),-2.0715789794921875,10.3204345703125,0.149200439453125,80.04450820674533,3.37727622471059,85.01765578250432,1556089563431,false,82,0
ObjectId("5cc00ade4f7f5e001713c538"),-0.77392578125,9.899063110351562,0.8219757080078125,75.68217379490012,9.276095565838594,85.22254777160019,1556089563631,false,83,0
ObjectId("5cc00ade4f7f5e001713c539"),-0.8768768310546875,10.05706787109375,0.347930908203125,74.39748040594397,12.63212969602691,85.44845577401408,1556089563831,false,84,0
ObjectId("5cc00ade4f7f5e001713c53a"),-2.1027069091796875,9.764984130859375,0.29046630859375,69.16336906587622,20.236372447397677,85.03851508491171,1556089564031,false,85,0
ObjectId("5cc00ade4f7f5e001713c53b"),-1.623870849609375,10.3826904296875,1.279266357421875,66.11577287090154,25.913597346604405,84.5065737426486,1556089564231,false,86,0
ObjectId("5cc00ade4f7f5e001713c53c"),-0.831390380859375,10.27734375,0.4293212890625,65.71166805335011,29.377871728681722,83.9942488575066,1556089564431,false,87,0
ObjectId("5cc00adf4f7f5e001713c53d"),-0.2998809814453125,9.78173828125,-0.11175537109375,64.5630861829152,33.914882205987844,83.85375464098071,1556089564632,false,88,0
ObjectId("5cc00adf4f7f5e001713c53e"),-0.4698638916015625,9.130523681640625,1.047027587890625,63.08301174882439,38.75090319731517,83.69857827805707,1556089564832,false,89,0
ObjectId("5cc00adf4f7f5e001713c53f"),-0.8672943115234375,10.04510498046875,1.0230865478515625,60.715659176205214,44.622148124765,83.52916744100848,1556089565031,false,90,0
ObjectId("5cc00adf4f7f5e001713c540"),-1.338958740234375,9.764984130859375,1.4133453369140625,58.14382495152808,51.264239338759516,82.90675445837826,1556089565231,false,91,0
ObjectId("5cc00adf4f7f5e001713c541"),-2.21044921875,9.8870849609375,0.3622894287109375,56.81257398482371,56.90794134096442,82.62482856424668,1556089565431,false,92,0
ObjectId("5cc00ae04f7f5e001713c542"),-1.370086669921875,9.753005981445312,1.21942138671875,58.91079990130355,59.28006389246368,82.35666654563245,1556089565631,false,93,0
ObjectId("5cc00ae04f7f5e001713c543"),-2.1912994384765625,10.179183959960938,1.2385711669921875,61.86267691900016,61.104261817442875,81.8565138429098,1556089565831,false,94,0
ObjectId("5cc00ae04f7f5e001713c544"),-1.487396240234375,9.566268920898438,1.607269287109375,65.67984477034861,62.09260048603674,82.27041014124465,1556089566031,false,95,0
ObjectId("5cc00ae04f7f5e001713c545"),-1.623870849609375,10.140869140625,0.36468505859375,68.75622088401568,63.508874176895716,82.90232780181992,1556089566231,false,96,0
ObjectId("5cc00ae04f7f5e001713c546"),-1.2575531005859375,9.470489501953125,2.541015625,74.68455768241367,62.25880001808644,83.27856775048963,1556089566431,false,97,0
ObjectId("5cc00ae14f7f5e001713c547"),-1.054046630859375,10.322830200195312,0.3886260986328125,74.27558318107587,67.16213042288246,83.63470359223747,1556089566631,false,98,0
ObjectId("5cc00ae14f7f5e001713c548"),-1.3533172607421875,10.227066040039062,1.056610107421875,76.83940639694428,68.68084241657176,83.84916886990325,1556089566831,false,99,0
ObjectId("5cc00ae14f7f5e001713c549"),-0.10833740234375,9.769775390625,0.771697998046875,78.59535642536389,70.55406456214038,84.29936480942975,1556089567031,false,100,0
ObjectId("5cc00ae14f7f5e001713c54a"),-1.2671356201171875,9.832015991210938,0.338348388671875,73.08093362182775,79.56244395698222,83.9262062572433,1556089567232,false,101,0
ObjectId("5cc00ae14f7f5e001713c54b"),-2.3253631591796875,9.786529541015625,-0.1859893798828125,69.71777366169961,86.34439721572977,83.86362972177416,1556089567431,false,102,0
ObjectId("5cc00ae24f7f5e001713c54c"),0.0209503173828125,10.634078979492188,-0.47088623046875,71.4013102644482,88.12326718210024,84.34020673228834,1556089567631,false,103,0
ObjectId("5cc00ae24f7f5e001713c54d"),-0.117919921875,10.23663330078125,1.025482177734375,79.04194962457693,83.48383903087694,84.70758207339216,1556089567831,false,104,0
ObjectId("5cc00ae24f7f5e001713c54e"),-0.503387451171875,9.5159912109375,0.6855010986328125,87.05087758231478,78.0134415895441,84.45689045851718,1556089568031,false,105,0
ObjectId("5cc00ae24f7f5e001713c54f"),-0.821807861328125,10.251007080078125,-0.2889251708984375,86.62885947456161,80.59556486966027,84.77931758264806,1556089568231,false,106,0
ObjectId("5cc00ae24f7f5e001713c550"),-0.831390380859375,8.941375732421875,-0.676788330078125,84.00853246747434,85.02509077957403,85.22073258827714,1556089568431,false,107,0
ObjectId("5cc00ae34f7f5e001713c551"),-1.0995330810546875,9.748214721679688,-0.0135955810546875,90.42665221871631,80.07806831282312,85.94375424175938,1556089568631,false,108,0
ObjectId("5cc00ae34f7f5e001713c552"),-0.4746551513671875,11.373886108398438,-0.274566650390625,103.75223353730807,67.98076850203519,86.56487907651007,1556089568831,false,109,0
ObjectId("5cc00ae34f7f5e001713c553"),-0.6757659912109375,9.489654541015625,0.158782958984375,98.95084285366653,73.74900843971658,86.62656116007578,1556089569031,false,110,0
ObjectId("5cc00ae34f7f5e001713c554"),0.435150146484375,9.365142822265625,-1.1125335693359375,248.8102132423769,-75.68857048608054,92.61703350859356,1556089569232,false,111,0
ObjectId("5cc00ae34f7f5e001713c555"),0.5644378662109375,10.562255859375,-1.0694427490234375,227.5570454907504,-54.12798806958703,92.42374174117055,1556089569433,false,112,0
ObjectId("5cc00ae44f7f5e001713c556"),-0.630279541015625,9.772171020507812,1.62164306640625,232.51454372531842,-58.907078513897126,92.29265154736024,1556089569631,false,113,0
ObjectId("5cc00ae44f7f5e001713c557"),0.277130126953125,10.241424560546875,0.3144073486328125,227.0403769876018,-53.43577215690096,92.02305193950194,1556089569832,false,114,0
ObjectId("5cc00ae44f7f5e001713c558"),-1.0516510009765625,11.431350708007812,-0.475677490234375,229.22969700363606,-55.564396315583735,92.16741701372531,1556089570031,false,115,0
ObjectId("5cc00ae44f7f5e001713c559"),0.5644378662109375,10.270156860351562,0.08935546875,215.79815489934515,-42.20000767195252,91.89429969182697,1556089570231,false,116,0
ObjectId("5cc00ae44f7f5e001713c55a"),-1.0468597412109375,9.027572631835938,0.3263702392578125,209.5571676236971,-35.79197931593718,91.92624866869448,1556089570431,false,117,0
ObjectId("5cc00ae54f7f5e001713c55b"),0.0616455078125,11.680343627929688,-3.085357666015625,207.19397478507705,-33.604713457325495,92.09441530521532,1556089570631,false,118,0
ObjectId("5cc00ae54f7f5e001713c55c"),0.43994140625,9.712310791015625,0.9656219482421875,201.53728266837237,-28.013644328821993,91.5396738288117,1556089570831,false,119,0
ObjectId("5cc00ae54f7f5e001713c55d"),-1.1522064208984375,10.734634399414062,-1.4237823486328125,198.84903973698664,-25.36496223155402,91.84156860478808,1556089571032,false,120,0
ObjectId("5cc00ae54f7f5e001713c55e"),0.3058624267578125,10.4569091796875,-2.1037445068359375,187.17120864530472,-13.81519959128422,91.95820522166292,1556089571231,false,121,0
ObjectId("5cc00ae54f7f5e001713c55f"),-1.666961669921875,11.895828247070312,-0.0064239501953125,184.77783257396288,-11.433132017918808,92.2489662407089,1556089571431,false,122,0
ObjectId("5cc00ae64f7f5e001713c560"),-0.8050537109375,9.571044921875,-0.379913330078125,179.01247968816452,-5.756188321744441,92.6741296229778,1556089571631,false,123,0
ObjectId("5cc00ae64f7f5e001713c561"),0.5548553466796875,9.207138061523438,-0.765380859375,179.44266475399021,-6.2436855160813485,92.50713372930066,1556089571831,false,124,0
ObjectId("5cc00ae64f7f5e001713c562"),-0.1897430419921875,9.90863037109375,-0.887481689453125,179.2825630630784,-6.0056129649671375,92.88234729712303,1556089572031,false,125,0
ObjectId("5cc00ae64f7f5e001713c563"),0.1741790771484375,9.532745361328125,2.6439666748046875,176.77841419905155,-3.4576706193181628,92.85226265986584,1556089572231,false,126,0
